userId,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
11,-0.92222035,-2.4360774,-0.36293224,-1.4767156,1.1692634,-0.6972726,-0.7508002,-0.7672413,0.99555415,0.41671348,-0.31555074,0.6744449,1.8598306,2.4723146,-1.0293285,-0.6287086,0.89187324,-1.2923266,-0.32044062,-0.37398002,0.05269801,0.5136127,2.1198113,0.699817,-0.14989974,-2.2517586,-0.24517544,-0.3204883,-1.6710392,-1.2446359,-1.2551024,1.2778364,-1.3871168,-0.12136737,1.6992017,0.811951,-0.3662756,-0.6808483,0.17161927,-0.3596566,0.87624216,0.1387171,-1.781597,-0.5069741,0.035543453,0.8725896,0.2352268,1.7766206,-0.7037822,-1.2925613,-0.6757091,0.4377899,1.2934893,1.5690123,-1.6392006,-0.46916264,0.31946725,2.432315,-0.38780186,-0.40251398,-0.73146325,0.7900138,0.2788033,-0.701623
12,-0.38966447,0.459951,-1.95267,-1.4994357,-0.6925608,0.6203158,1.3479983,-0.10186515,2.1937263,-0.080607414,-0.34727347,-0.106504016,-0.10370527,-0.69563663,0.5267121,0.8067109,-0.20791814,-3.1318142,1.361902,0.006930128,0.031778153,1.8540624,0.80384094,1.0868772,-0.66869044,-1.527359,1.096751,-0.010037531,-1.903327,-1.0583285,0.05355862,-1.0077453,-0.8013426,-2.1824498,0.7768466,1.8130386,1.0238744,1.0231601,0.8714955,1.171649,-2.6274824,-1.3482575,1.3027072,1.7815661,-0.64943844,-0.80275923,0.15550165,1.3196504,0.34089276,2.1442034,0.35447624,-0.62697643,0.86397964,-1.4303662,0.10749697,-0.95394033,0.45014477,-0.43725392,-0.27875113,-0.21407282,2.0817373,-0.77498347,-0.07086758,-0.44665766
13,-0.22248413,1.85764,1.7583462,-3.1333432,-0.30063546,-0.24033605,0.46273747,-0.6124528,-1.3067719,0.54169124,-2.3454018,-0.22827768,0.727374,-0.60412806,-0.64597285,-1.4176918,0.6371978,-1.072516,0.002202236,-1.6524613,0.876161,0.37516,-0.09955457,-1.7546206,-0.049084384,0.50254595,0.10449052,-0.26074594,1.1210397,-1.1441165,-1.494205,0.5136154,0.041115247,-1.5161312,-0.7204692,1.2068139,1.3994864,-0.3528703,0.32014424,-1.484326,-1.101376,0.5737379,1.5724463,0.17429824,-2.6986685,1.3804942,-0.13815616,-0.8341924,-1.2214112,0.8854434,1.0982486,-0.40710202,0.78578734,1.0879602,-1.0137413,-0.76156646,0.3359646,-0.89153,0.006038383,1.9737277,-0.98891693,0.07124335,-1.2989882,0.98077244
14,0.60182285,1.0939131,0.4304915,0.44128948,0.7502965,-0.8054479,-0.4585006,0.35901317,1.5796912,-1.4800081,-1.3364313,-0.108623646,0.9798255,-0.46509904,0.7114917,-1.0935299,0.7836775,-1.2069095,0.8449207,0.8812883,-0.67671436,1.05537,-0.98588395,0.53540313,1.1396567,0.5368732,1.8186493,-0.0006545659,0.045941427,-0.25287634,1.820047,0.9680677,-0.2265302,0.06369542,0.67473096,-0.9738514,0.4011652,0.11785508,-0.6870124,1.5309485,-0.40110052,0.029760567,0.990109,1.0746331,0.28317347,-0.56925076,-0.040576298,0.6539789,-0.11740616,0.9309285,0.28349757,0.7270346,-1.1549358,-0.55864286,0.39285606,1.691838,-0.8826207,0.9767829,-0.020332852,-0.8479705,0.12587667,0.21610354,-1.4026186,1.4334347
15,-0.24760127,-0.12917694,0.27309763,-0.4363376,-1.5495992,0.5453242,-1.9305356,-1.9100603,0.8039543,1.3709787,0.39194372,-0.46786597,-0.124355055,-0.47273126,0.9725659,-0.0042899842,1.1206079,-0.26800954,-1.1093402,0.8143254,-1.2945777,-0.036579818,0.071658045,0.0438605,-0.90330094,-1.6901578,0.22457367,0.19931734,-0.4998499,0.5534274,0.66751784,-0.8926245,-0.99364114,1.3622994,-0.28657845,0.53439194,-0.18226288,0.48378703,1.832429,0.9333536,-1.6524318,-0.913937,0.5322422,-0.3490475,0.79149944,1.9632428,-1.7021614,0.7865259,0.40416023,-0.33419853,0.64197433,1.2364615,2.0794585,-0.79257196,0.89055014,1.9652056,-0.12398622,-1.031007,1.1324854,0.54492617,-1.491946,0.45052227,-1.2639338,-1.5191624
16,0.43312922,-0.82661945,-1.3025728,0.7684283,1.1135619,-1.3512832,0.5363566,-1.1051337,1.0258881,1.4976768,1.3180412,0.72489655,0.5249318,-0.31262875,-0.20643057,-0.6813233,-1.7795081,-0.8982254,-0.039000556,-0.42592594,1.5312824,-1.1819259,-1.0990173,0.3521439,-0.937707,1.3489904,0.01412547,-0.044906244,0.07824425,-1.8589133,-1.0232468,-1.2170478,0.12707159,-0.013431004,-1.2267842,-0.31595713,-1.3550394,0.7540371,0.56459373,-0.7524266,-1.3092451,1.8248847,-0.48650438,-1.5978783,-0.7854381,0.53830427,-0.76471263,0.44243202,-0.91584516,0.021845967,-0.5552978,0.31888124,1.684139,-1.6262605,-0.21227835,0.52013767,-0.91965973,-0.3502321,1.0610676,1.0492809,-1.8805193,1.0731894,-0.75224537,-0.9940712
17,-1.629049,0.2694541,-1.0259868,0.3271361,0.75048476,-0.18709712,1.3300737,-0.11108843,-1.1167158,0.07016294,-0.58299905,0.79222155,-0.14375159,1.0468078,0.7541625,-0.85432994,0.33018696,-1.2043138,0.67724556,-0.5988233,0.32330692,-0.15327385,0.3420179,0.88909936,-1.4499443,-0.8461119,-1.988931,-0.2535297,-0.5060128,0.63656443,-1.0229664,0.0165294,-0.6017783,0.47481844,1.5701753,-1.0668063,2.1847253,-0.43817124,0.0051845247,-1.4907914,0.585233,0.4569149,-0.13763478,1.0662814,0.6935018,0.7976049,-0.4917155,0.8360134,-0.7849987,-1.2405386,-0.61720484,1.3766265,-0.19082804,-0.16590288,-0.16218862,1.2294227,2.747154,-0.034361392,0.642507,2.0953672,0.7800061,-1.387359,0.99083036,-0.7701242
18,-0.67659664,1.1143183,0.5600411,0.8507655,-0.021599913,-1.1995478,-0.3744119,0.8859048,0.69464916,0.61859953,-0.45002875,-0.33904046,0.8928151,-0.28821003,-0.061649963,-1.6377143,1.6652541,0.04731409,-1.0757067,-0.1357961,-0.11354674,-1.202584,-0.19591779,1.1047199,-0.54273784,0.5372722,1.2571566,0.5918581,-1.1808519,-0.43580046,0.58982825,0.50189286,-0.71451133,0.8944186,0.2503726,-0.16748254,1.6041621,3.1852653,-1.4511179,0.49150085,2.5273721,0.52915376,-0.8469851,-1.2366892,-0.61086535,-0.8432182,0.5029423,1.0195196,1.2571421,-2.0904188,-2.867849,-1.073944,-0.17446136,-0.22759873,-1.5057453,-1.1495167,-0.862188,0.601446,1.9460329,-1.2858723,-3.8046553,0.14811906,-0.69422257,-0.30719715
19,-0.14790146,-1.46986,-0.055187244,0.17122328,1.1268822,0.092563584,-0.98815763,-0.82622313,0.48702726,0.54405916,-0.4545059,-0.43386152,0.5902056,0.3030222,-0.15681931,-0.8761329,-1.557402,-1.8245007,-0.12521562,0.2134956,1.2089791,0.41573206,-0.7209791,2.1399376,-0.21318091,-0.17237635,-0.7299664,1.14685,1.580244,0.87223166,0.10742897,0.48203102,0.7942825,-0.62057,-0.8158203,1.118667,-1.5875425,0.6417067,1.5507474,0.327157,0.2632892,0.7954589,-1.0946627,1.3541512,-1.574693,-2.7983768,1.8404711,0.588805,2.1366076,-0.52646095,0.011727189,1.2338172,0.75736815,0.06096253,-0.8365637,1.0432682,-0.11702636,1.0819342,0.36766508,0.46911877,-0.78677404,0.033954002,0.54307437,0.45386273
20,1.3138101,-0.1869416,-0.19505367,1.1374419,-1.9370509,-0.027292822,-0.114139564,0.568853,-0.23729222,-1.413657,-0.052719966,0.39617762,-1.0605665,1.1375378,0.46203333,-0.358364,-1.7012255,0.93045026,1.0919564,-0.21967122,-0.8253015,0.08476254,0.2059847,-0.2971384,-1.7230161,-0.7023828,0.6016709,-0.2633344,1.9813553,1.1067501,-0.8570693,-0.35144845,0.14028437,0.23380548,-1.6949627,0.93542224,0.25257215,-1.1143637,-0.013586299,0.78151745,-1.1704924,1.6366525,0.77070206,1.0865213,0.43287957,0.15894167,0.045345917,-0.23200126,1.9181747,0.9627741,-1.1361372,-1.5844766,1.9391749,-0.6047798,-0.7712837,0.768554,-0.29554087,-0.37598917,0.40000117,-3.04222,1.2462727,1.3319359,0.15623587,0.5733695
21,0.9991951,0.88026685,-0.1591395,-0.90175277,-0.14371748,-0.2758983,-0.19615571,-1.2626171,-0.65001655,0.282254,-2.5215442,1.5315094,0.27733862,0.56223476,0.8696689,-0.067415625,0.35853326,-2.5157082,0.039562095,-0.8067133,-1.1023101,1.0907804,-0.122953475,2.1039379,-0.30481496,0.566317,2.43215,0.6250479,-1.1106261,1.9645892,-1.1748857,0.25956798,-0.36365885,-0.17987745,-0.15042746,-1.4604685,1.8522291,0.1710199,1.0564259,1.334589,0.15619169,-0.054728378,-0.32886252,0.24896653,2.9110844,0.44840387,-0.16419294,-0.57332844,-0.24237819,-0.7044733,-0.13846745,-0.37964055,0.31329915,2.975249,-0.018723115,1.3928937,0.05382262,0.21420214,-0.015995879,-0.8243151,-0.29437968,0.61142516,-2.2046227,-1.5273451
22,-0.64738876,-2.0253048,0.13085617,0.35990936,0.6662353,-1.3127756,2.4524672,0.102473505,0.6334563,-0.21114485,-0.1466542,-0.2055565,-0.27396566,-0.80354434,0.018580008,-0.29318008,0.44140634,-0.56096935,0.88169485,0.065306485,1.9555335,1.1410704,-1.3397946,0.12737606,-0.4497049,0.2841194,0.461073,-0.76171076,0.36574924,-1.9407451,0.019675111,0.21056168,0.714683,-1.6210444,0.51824296,-0.53310466,-0.49436206,-0.5026,-1.253713,-1.7313772,-1.4059004,0.51224864,1.0874602,-1.0054117,-0.5331549,1.8125287,-0.17237286,0.29822224,0.4021245,-0.5984393,-0.6728508,-0.48885933,0.17587122,-0.44105405,-1.0969759,-0.25443506,0.8495934,-0.13755012,0.33332306,-1.6595849,0.6585753,-0.029816007,0.38745013,-2.158829
23,0.4118862,-0.64457786,-1.0822893,-1.5349879,0.53529555,-0.885344,-1.2489007,1.01809,1.647879,-0.6360584,0.47136155,0.16182925,-0.28535938,-0.1945189,-0.045460604,0.52414817,2.0715716,0.9194554,-0.1400807,-0.4208668,0.40841198,0.36810222,-1.8405496,-1.7765005,1.8004211,0.27864602,0.13432771,-0.07445615,0.6717972,-0.5247779,-1.2828623,1.4572161,-2.180409,-0.39676246,0.41702384,-0.04277953,-0.0055091674,3.3411603,0.9305732,-0.21383262,-0.6425925,-0.69388825,0.035784822,2.3505614,0.11556251,0.8652764,-0.28527358,0.038814005,-0.2598905,0.53049326,0.28611335,-0.7487575,0.39346138,-0.48341715,-0.0048597613,0.6091187,-0.5031208,0.0690148,0.23909543,0.95122755,0.51166993,0.05653084,-1.4014924,-1.163933
24,-0.15492004,-1.2764131,-0.43525296,0.4231129,-0.7599714,0.19441408,2.069912,-0.32620165,-0.90049976,0.4010853,1.9714845,-0.9500686,1.0484723,-1.158325,0.40152544,0.92087543,0.22623861,-0.5964449,0.015038763,1.5431464,2.0613232,0.34992355,-0.4075318,0.21612234,0.95034355,0.04309641,-1.7261087,-0.14080098,-1.6016439,-0.90487236,0.36442375,0.492584,0.31942296,-0.7104536,0.4697543,-0.6017004,1.210671,-0.457206,-1.7032325,0.13414483,0.66374797,-0.16999288,-0.59615254,-0.9190023,-1.1829926,1.7474594,0.14945897,0.9915079,-0.93941605,1.1579189,-0.86197406,1.5966887,-0.69223547,-1.1468,-1.6494927,1.7612736,-1.4912013,0.34882724,-1.1272544,-0.63940597,-0.39121693,0.7609533,-0.51992184,-0.3614387
25,1.916812,0.7398267,0.37504303,-1.36981,-1.0658628,1.1136014,-0.8608039,1.8453082,0.85336965,-0.28582442,-0.42164087,-1.8373554,0.8494136,1.0219136,0.848239,-0.2923788,-0.41531804,0.6877421,1.4512386,0.40394193,0.23161183,0.83572435,1.8365902,0.6451059,1.4280424,0.6355453,0.03702031,1.0437663,1.77708,-2.4882216,-0.9739903,-0.13277839,0.79048955,-0.5081015,-0.5061197,-0.8130158,-1.4230644,0.15706038,0.024577139,-0.3003625,-0.8602568,0.18196708,-1.2604854,-0.20587637,-0.94350773,0.19182956,-0.064085394,0.15222144,0.019367686,-0.11272401,-1.8227949,0.95203966,-2.517746,0.17563875,-0.04420297,-0.46053648,0.93804604,-0.3853442,0.0703485,-1.9250857,-0.89422715,-1.8739704,0.44308698,1.0453235
26,1.0766547,0.50299084,-0.6615336,-1.1317172,-1.8240757,-0.018586148,-0.23032825,0.048729833,-0.03930743,0.15777491,0.23620455,1.5251616,-0.043719247,-1.1179626,0.28119293,-1.6424,-1.7578083,0.7357641,0.12312486,-0.5090435,-0.5756265,-0.11696851,-1.8725029,-0.051396843,-0.86365765,-0.07073112,-1.1082441,-0.11976954,-1.5874656,0.30157068,1.755189,0.310318,0.11468375,0.3947066,0.38152522,1.084796,0.49323583,2.3361151,0.98549837,0.33633474,-0.063271,0.0740369,-0.7781846,-0.53686935,1.8341047,0.9629974,-0.072500095,-2.0132713,0.4481694,0.27500504,0.24283399,-0.17591615,-0.4419362,0.9283066,-0.29073563,-0.18295027,-0.45109788,-0.84523696,2.1863143,0.5251345,-0.23841506,-0.11478887,1.4963125,0.6292868
27,0.9679782,0.7975894,-0.7052969,-0.5236655,0.08400212,-0.81706345,0.47764385,-0.39203086,1.2182643,1.0156208,-1.3583727,-0.16649632,0.61122054,-0.22299106,-0.77962536,1.2077748,0.41052347,1.5289515,0.20952886,0.37014353,0.5736926,1.2998807,-0.81396633,-0.002958206,1.6498868,0.31325665,0.17307901,-1.3903303,0.60149103,-3.6094058,0.25597608,-0.72891456,0.07732206,-0.92321646,0.25976166,0.30456832,0.6169251,0.03369918,-0.604609,0.6535505,-0.13190724,1.3785706,0.45305413,-0.49870807,-0.366673,0.5472895,2.2455714,0.59175634,-0.34228513,0.26478752,-1.5396188,0.9112326,-0.98096627,0.33915648,-0.4341157,-0.21883099,0.16430075,1.1122471,-0.05671737,-1.0152166,2.4125977,0.702187,-1.0633404,1.3149666
28,1.8117976,-0.09268066,0.5034403,2.12045,0.03911518,-0.6124417,-1.7361438,-0.67924184,1.0610511,0.004120795,-2.244473,1.6190906,0.28499952,-1.2561331,-1.270642,-0.56652755,0.3586788,1.123549,1.0526141,-0.18557627,1.1228061,1.2324315,-0.7912405,0.113518484,2.8055165,-1.5540749,1.6219863,-0.032973632,-0.03509999,0.19684464,-0.07176629,-1.5689147,-0.24817923,1.072325,-0.108415596,-0.9830926,-0.098138705,-0.4877238,-0.1523104,-1.0568224,-1.1562289,0.4181593,-0.23918302,1.7989153,-0.9646196,-0.48140237,-1.3855155,1.6058849,0.7395942,-0.9693404,0.67107713,0.18950184,-1.6583322,1.6571662,-0.47499663,-1.181286,0.9548005,1.0938591,0.5987254,-1.0873204,-0.18431412,-0.8611802,-0.30571076,0.38152963
29,0.8370682,0.27694455,-0.6518593,0.7633996,-0.80745643,-0.24906392,0.5457351,0.04869282,-0.68992215,-0.52572674,-0.38732994,1.4399055,-0.07413118,-0.74496365,-0.73527366,-0.82093215,-1.521688,0.5764178,1.0075568,-0.18914632,-0.25438115,-0.24781564,0.066596426,-0.8460203,-0.3307397,0.4616327,0.37948436,0.14908957,0.9768681,-0.8022853,0.861083,1.2039496,-0.8302643,0.11034707,0.27435955,-0.2599665,-0.30060172,0.2492688,0.8371611,0.7959339,-0.4062287,-0.22160968,0.0020770198,0.40660873,-1.5089737,-0.52094257,-1.6341647,1.0038276,0.0057868175,2.4730885,1.0410789,1.9155947,2.257341,0.2453084,-0.75135773,2.0475087,1.1897892,-0.080191426,-1.4252468,0.4270801,-1.4569978,-1.4915352,0.36665568,-0.14729579
30,0.34903386,-0.024495542,1.4648039,-0.11249673,-0.383747,0.6511362,1.0187376,1.2958105,-0.64786685,-0.9200948,-0.10992994,0.3297652,-0.27260852,0.4306536,0.5469094,0.67508066,0.031025292,1.2789383,-1.0231084,-1.1199503,-0.6663245,-0.3140774,-0.8803264,-0.8238758,1.6128238,-0.6146666,0.1336235,-0.17815264,-0.791365,0.44558907,1.6361622,0.27515024,-0.44654536,-0.7385343,1.7623578,1.1289028,-0.5675156,0.53584546,-0.1714175,-1.2534432,-0.18503413,-0.5456694,1.0800083,0.012174904,0.5908171,-0.10862956,0.4858505,0.8281355,0.13168563,0.034690224,0.7677671,0.5888065,0.9605162,0.64104056,-1.1175387,-0.237651,-1.883732,0.998003,1.7178893,0.027292686,-0.9163458,-1.4219699,0.04260862,0.4245386
31,-1.8244953,-0.4093685,0.6370234,0.36898068,-0.60158557,0.08112536,1.4725629,-1.306652,1.9091045,0.87558144,0.95391965,-1.4977689,-0.55782574,0.26851803,0.9344733,0.3513248,1.1657127,-1.4770497,-0.33058658,1.4597036,-0.8467894,-0.54765266,-0.42844135,-0.015414799,-0.6723839,0.18981665,1.7363003,-0.88965017,0.8387101,1.2355895,-0.50755507,0.7002143,0.37879422,-0.6016315,-0.46695167,-0.030567098,-0.15253115,-1.6890529,-0.35143644,1.7611296,0.21862748,-0.49012583,2.0677633,-0.26278713,-0.29781592,-0.1774663,-0.87216324,-1.9273455,0.35899508,0.4266074,0.6461127,0.04145907,0.18105917,0.47000915,0.6690571,-0.26129413,-1.0303751,-0.5165249,1.3544049,0.445144,0.049919795,0.3440308,0.40990245,1.0336679
32,2.3107324,0.64348525,-1.5994048,-0.99908876,0.46810132,1.2195282,0.87123334,-1.1323612,0.08179403,0.079005495,0.80235374,0.45535052,-0.18285143,1.5592734,1.2941556,-0.9939597,0.6763793,-0.6683372,0.24067472,1.9014589,-1.3099562,-0.32999194,-1.368021,0.3931409,-0.78156924,1.4693354,0.035461713,0.58423495,-0.9711197,-1.4896289,0.056985848,-0.4317664,1.6581917,-0.75318664,2.0918565,-0.7594412,-0.7097733,-0.1265592,-1.9077135,0.73940647,-0.9159971,1.2300692,-0.357382,-0.22341318,0.4073207,1.2701212,-0.31409997,-0.7742305,-1.4779637,-0.38337076,-1.2977244,-0.7293906,-0.78219324,-1.7406512,1.0370098,1.2553856,1.6475321,1.4685705,-0.51247984,0.39134443,-0.23281445,0.9454253,1.0254138,-0.9379394
33,0.3459559,-0.0891132,-0.332662,-0.60222924,1.5407732,-1.8507712,0.7360658,-1.3104831,-0.27508497,1.4932156,-0.47954282,-0.31440255,-0.36063913,1.4504017,1.2552696,1.0657994,0.18241534,1.2315897,-1.7983081,0.2181014,1.9461728,-0.5755872,-1.8479767,0.5885902,0.54219264,-0.19023275,-0.72658473,-2.4374409,-0.29768515,-0.0051884716,0.4314618,1.7523106,-0.88504976,0.9490954,-1.5965556,0.9998894,-1.5383619,-0.059161276,1.8663079,0.018924829,-0.33564883,-1.068416,-0.74184954,0.68054914,0.4662193,0.95654124,-2.0940688,-1.0972208,-1.603366,-0.08664349,-0.25192678,-0.7105358,-0.036970608,1.2809685,0.9033207,-0.16802217,-0.93635553,0.50721085,0.515133,-0.9115452,1.4165542,-0.6676958,0.31893235,-1.4378055
