userId,tsne_1,tsne_2
1098,17.55099,-10.390121
3516,-12.352671,3.0977316
3104,9.007656,3.4041305
4636,-31.790491,14.786827
4571,14.49786,2.34316
38,-9.815338,9.745648
1499,28.648018,-8.470963
3647,-5.303665,3.4322133
1455,-8.942034,-0.299256
2457,-13.591999,-2.7037747
692,35.025696,-8.739879
2196,17.209234,-4.5906615
3492,6.209903,10.452959
707,-6.550901,-3.049699
1221,24.51346,-10.093813
5963,-21.18874,-10.202185
2451,-16.781395,-15.529898
1407,12.0785475,-17.021336
4767,-15.950278,-13.121415
5207,10.755528,3.639592
4601,2.4592266,-11.411276
1893,-27.363365,-0.87449974
1515,-12.411722,13.373781
4029,-8.190749,2.0116696
507,-24.827045,-8.051472
3754,5.113199,7.0545163
1567,-2.8670475,7.2347226
3341,-4.876189,-9.005194
94,5.144544,14.632671
4646,-20.650429,6.9096203
2120,-19.417639,-6.920914
2324,-5.8352575,-7.5819135
4926,-22.788435,-6.288269
3888,-31.32287,0.8724685
3025,17.978561,-10.997702
1739,1.9241929,9.618199
2307,27.008226,-10.125524
1700,-3.8727138,15.472449
6030,23.39443,-6.569137
2381,-7.742338,0.78899586
3873,6.5638733,0.21123587
784,20.592108,-2.734375
536,7.361904,-0.19218229
4146,8.688579,-10.711883
1781,-10.517225,1.7584292
5833,16.245989,-1.3773644
1195,27.68565,2.8775222
3606,12.595341,-11.028186
5785,29.10696,-9.445631
1596,1.1087251,-13.395283
1738,3.7251363,11.479115
1534,-12.866145,15.82447
5523,21.632366,-4.852515
4054,11.74857,-14.161141
5303,2.8693151,-8.475
264,0.41283417,1.8293245
626,0.38238972,8.4735155
3205,-11.413692,1.9186906
4906,6.023508,2.436628
178,-14.253259,-5.7485857
1173,-4.5783687,2.6625435
2942,23.782595,-2.422503
5170,15.359163,9.200627
2827,-22.258406,-3.499302
157,7.4654326,1.4938399
3619,11.489622,1.2013134
2143,-26.976156,3.0153513
1544,3.4326236,4.270206
1774,-6.3265357,14.522583
32,-14.5170145,-7.5357647
1673,37.563835,-7.491274
6033,8.81399,-8.812178
5610,16.524565,-15.635078
3765,26.5211,2.6965308
5997,35.135826,-11.791277
309,-17.459352,-3.1808507
811,-6.802147,-8.54929
4305,32.484016,1.4234773
809,32.129375,-9.291441
1184,2.9654126,-4.299715
2145,30.349771,-4.157749
4384,24.53858,-11.669095
4833,8.490775,1.6561468
3199,-20.59155,8.216544
2938,24.23992,6.4891067
5852,-23.123442,13.807225
4863,-13.850453,3.2479715
3406,21.097916,-6.8440022
5187,-12.916996,9.29544
3353,25.333704,-3.2961202
4481,-16.56658,3.7124407
539,-12.637333,-6.653736
2623,27.604156,-12.750847
1087,10.01449,-1.7819911
4398,16.713173,1.7792559
3752,-33.28646,14.060753
81,9.90778,-4.060482
3246,-11.244788,0.28535095
1972,22.916895,-14.50251
3860,-3.4514167,4.6054177
502,-12.109933,3.2481792
3134,-0.76693666,-8.99311
1952,-10.148724,-8.643315
3711,20.706795,-11.262995
4087,-27.856071,8.080887
5972,-0.9899663,-20.64979
1506,-11.608054,-1.7692046
1224,22.17633,-12.855375
1655,-1.6018567,-8.765654
3661,6.666764,11.869654
4007,-26.485338,16.283342
5454,3.3415864,-0.28197274
158,14.307085,9.035146
3373,-11.192991,-6.7451773
5346,11.255872,-8.928071
788,5.75074,-14.625276
234,-6.435625,9.82043
470,5.698274,-10.763555
5978,-16.31632,12.363766
5966,-31.101393,10.267519
4880,-19.90747,-3.9089391
1164,8.330913,-4.731245
5877,-1.3817418,-7.2666326
5871,22.425888,-8.087051
5720,-28.832554,15.044768
1003,7.391757,-4.303003
3086,28.289106,-5.056339
4856,-24.977636,1.8419263
1048,7.569026,10.3293495
402,1.3950042,-1.5296202
997,-8.0826025,10.343879
2413,-21.424639,2.6094546
3194,-3.9092553,13.37557
1965,-27.044802,4.357719
2349,-29.116741,13.84386
1733,-14.505212,8.493249
3834,36.825794,-8.55262
5600,23.018684,-6.3489227
5697,16.109161,-2.8042676
2708,-11.6311245,12.624366
5143,22.994427,-3.6610477
562,-3.7783055,3.70705
2620,-2.399265,-2.6457245
1729,-17.036083,-9.058002
2573,12.872132,3.8849099
4960,14.940686,-4.5837317
684,27.421986,-10.203821
320,-4.2023263,-11.258324
2418,-17.300385,3.7268476
4140,-5.4381504,10.852785
1076,-14.437119,6.0145516
4128,17.642567,-12.891932
4540,-3.3494527,-2.1591241
4196,-7.3334665,3.0331523
2043,-32.614418,9.577557
4794,27.310507,-5.308564
1075,2.004323,19.951374
3850,24.414404,2.9537723
4429,-6.1043234,-10.102107
51,-20.111256,-13.419282
2810,13.677062,-10.475548
3443,-15.630588,-3.2600594
3412,30.934452,-9.939573
3635,23.243776,0.096734256
4123,-15.297803,0.5289564
4852,-25.448496,-4.3769207
3505,-25.166489,5.471325
4841,-18.10345,10.724083
3897,30.624731,-10.539081
2821,-10.048394,-3.7070282
1917,-9.908326,-10.176946
2115,7.084104,-11.943976
4507,35.402596,-7.2761936
6008,-16.144663,6.379306
1508,-19.501963,4.9379854
466,-4.0153084,9.585152
4122,-7.040972,7.922174
2019,-15.492206,11.224213
1872,-23.173851,0.3407726
4858,17.071741,-9.973158
3155,16.69011,5.9741592
4236,32.913185,-9.208039
240,-3.710633,13.978181
200,-2.5528245,17.74023
927,-16.859066,-1.8827131
347,3.3497646,4.0588617
5447,31.763079,-0.962644
2315,-26.578796,10.108264
2663,-3.3166304,14.117223
1766,-23.044611,14.675389
4404,-21.91218,-10.271079
2319,18.070951,8.011106
2829,-31.437763,11.30993
102,-12.812806,4.6121497
4344,-8.996324,-0.94577825
372,-8.81074,-6.9977245
5668,18.395233,-6.3430033
2084,-1.0574616,-11.748651
1074,-26.70345,11.474257
3342,-8.361199,-11.888594
4649,37.188053,-5.4117885
324,-2.187623,-0.39849985
2944,35.875515,-10.882639
4367,-20.28227,7.8565826
2403,-8.980919,3.7077885
1120,24.793158,-8.327717
4791,-22.98553,2.6697288
1384,-16.380976,7.714767
4652,9.274362,2.2444627
5471,11.937138,8.012185
5322,19.219671,-2.5738544
5311,-21.55624,8.21578
2918,10.3700695,12.786144
812,21.948864,-2.3381813
4577,-28.366674,4.925938
1707,29.561806,-12.30244
3707,26.498783,0.60315657
2604,1.639438,-2.6893795
2305,-21.194078,6.981265
5770,33.47523,-2.5159674
4294,17.260857,0.79889834
3212,-31.22103,7.184721
1892,-3.0621128,-9.779539
5229,34.149296,-4.9404025
554,9.633942,-11.382233
3460,12.180842,2.424108
3719,19.375761,0.4162643
2891,-16.397034,17.422958
4302,17.663357,-8.726468
440,0.27026504,5.5594444
5307,22.076532,2.8583715
325,11.195983,3.6690445
1546,20.510908,-5.3571568
2096,29.63223,1.2656697
326,15.263991,-10.057
4997,-3.6962461,4.774693
3718,-14.875935,-1.0085309
133,-0.4212057,7.7323365
5804,-10.566467,-1.7232147
801,-8.299377,4.960114
5384,28.737013,-10.697602
5891,26.198,-12.422411
5241,-21.689503,16.410265
2978,-14.518719,1.6234447
2025,-12.667399,5.961479
2099,-9.847639,-8.45656
1570,-24.358006,3.718861
3728,21.819094,-1.2225344
5675,19.469833,3.6275773
1058,-1.6396985,-0.45848182
4564,-11.005788,-11.227011
1484,-9.270907,5.011789
4130,5.5600443,-1.872501
2901,32.18038,-5.300341
2448,10.792824,14.977148
2477,33.658127,-0.20446523
1651,-16.000662,-5.3639016
1927,0.964059,-7.7535567
1558,28.347425,-3.0802693
4077,26.20445,-8.64035
169,-7.073334,3.635839
2852,36.515972,-10.363013
1880,-5.6519465,6.285214
2895,12.505059,-14.732702
1962,-26.899864,13.926874
1618,12.986648,-3.2724442
1177,-0.39737725,-17.183964
4341,-11.268388,-9.729001
1039,-7.9568777,-11.040328
5583,11.653649,5.271576
5842,-1.8648612,5.9017177
5271,-11.260772,10.855698
231,-25.010162,-1.2952595
5121,-5.4177723,-5.3598785
4021,31.026403,-7.8469925
894,34.870262,-9.75075
4334,19.151445,0.2205915
1894,25.630108,1.5654337
1560,-6.6384726,-6.7230415
6006,-28.817749,6.2025523
1336,7.701441,5.650193
5430,25.169281,-17.227314
18,-20.872932,5.234329
5109,-4.011529,-15.880217
2092,-23.299923,-2.0158246
587,1.5674658,9.425567
5815,-11.118857,11.444131
2359,17.966677,4.770192
5486,15.157462,6.6834817
4959,18.995787,8.134447
1489,-32.742294,10.38491
3881,-0.3830485,4.15906
2253,31.419664,-13.149012
1826,-24.758383,0.86650467
4311,-30.533535,14.98122
2776,31.603733,-13.188471
2433,-10.076218,-2.8639312
4275,10.507751,-5.6083355
3013,2.7017343,10.853294
5268,-9.271305,1.1154199
2888,7.7748823,-1.8214111
5161,-27.631433,2.2905765
2246,-10.494016,-6.775778
2198,5.155624,-0.231488
4023,-33.005783,5.1821003
394,-5.2515163,19.166016
1695,-3.067616,4.773812
2150,20.409872,-11.52555
2630,9.108865,-0.53356624
3478,-34.03223,7.4171124
1371,24.759823,-6.804295
1311,2.0032637,19.905645
2789,-3.1755333,-3.6032333
6035,-27.203451,0.33760247
15,-7.292917,17.18079
2365,18.795319,2.3395417
623,7.291683,-17.574654
4766,-5.9834557,1.1401187
2961,14.258443,-18.933535
535,-12.747474,7.766998
473,7.0259767,-12.58621
411,-18.382118,7.260858
3642,-30.143532,11.287448
5048,30.043842,-6.8676004
965,7.5072217,3.5261495
6000,-2.2004087,1.120749
66,-9.808998,9.780904
3568,14.26857,0.29890662
4687,22.141691,-14.136627
4259,-5.303822,-5.6513844
1841,-27.922161,13.411701
5444,-27.374893,8.408739
352,4.025395,6.7940125
1200,4.9926634,1.2322341
713,-23.770628,4.8157663
4975,11.1558,-4.5597086
2078,-5.60794,-0.5952958
3788,-14.092827,4.5557036
682,32.64625,-6.142476
5784,1.6572372,-0.3818055
3012,-20.421013,14.089757
89,1.8421465,11.659557
2747,29.134981,-6.8480544
5273,0.23518571,18.981195
2681,-5.9342475,-11.283335
3071,-35.355938,8.059809
1262,5.6604824,4.801714
1426,1.2532134,-9.273206
1187,-29.256893,3.335563
4052,28.998089,-4.1802077
3898,-24.962261,11.834399
3319,-22.131578,8.491198
5356,-13.493809,10.461951
4315,27.573843,-2.2998295
421,-2.145257,-3.4487166
3019,13.849454,-1.8841524
3882,15.29965,-7.0731807
374,3.9401903,1.2629945
2800,-2.662918,-10.219725
600,5.470398,7.0687075
2585,-15.816907,8.295211
3781,34.46648,-8.38948
2406,18.805008,-14.932499
4611,-18.095879,1.389774
1875,-4.685448,-3.2801914
577,14.160965,-12.73178
3712,0.19229047,-0.6581985
2442,4.527687,-8.881568
3035,-12.672303,-4.7726235
3064,15.921726,-13.069775
3384,-12.710058,15.848479
4310,28.971033,-8.826482
477,-13.419476,-16.45368
3572,9.767288,6.1138725
3743,-5.007141,9.306034
2647,32.818752,-7.8743362
2499,13.832997,4.6306944
3983,-13.47204,6.4118466
182,2.9842873,-18.986214
1818,-16.01764,12.688245
4761,-25.942728,-7.752537
4082,17.642807,-2.6296828
4202,-5.872383,4.6357245
5463,-14.210879,16.862204
813,-27.517157,-3.3966525
697,-6.132915,5.88305
2684,-27.117212,-0.3944959
1245,27.446209,1.243314
1481,34.86973,-0.69086903
1040,25.871698,-1.8206377
3617,-14.709362,7.4545517
2651,-26.16688,14.196954
260,-2.6288476,0.5979873
280,0.39533895,15.112572
1663,21.83463,-14.365149
1964,-10.547823,7.0215945
199,4.040929,8.130786
5737,-14.494452,16.15966
5517,20.075394,8.212902
2595,-18.747086,-2.0167565
2754,-1.2294319,-6.5141797
5077,-12.018179,-3.8228393
1352,-23.718834,9.661817
1472,4.9783673,-5.1786523
3308,-1.0906317,-1.6060944
4792,-4.931896,1.0991318
3039,31.703547,-3.264617
3847,-30.444149,9.456661
2577,-12.316949,13.1282425
2118,29.466,-8.682348
5061,10.399549,0.6371704
4360,-28.310432,16.06977
5649,-1.0045052,13.142385
1394,-30.5717,-1.8334334
5058,30.344429,-7.1459928
5439,-15.474075,-9.061517
3034,12.410005,1.3206329
5518,19.069754,-9.13113
2987,-1.4308386,7.928504
4354,6.642716,-5.7496796
880,7.8859673,-3.8110752
16,9.773628,-5.759304
5460,20.406229,2.0973346
4632,-0.0010675202,-12.015288
5730,-23.369709,10.53543
3862,-8.570265,-6.936357
5029,-14.402111,19.767765
3196,1.0678957,-4.1437707
545,-16.535147,-0.44282642
1159,-31.1166,12.408621
5500,-8.35117,-9.045231
4845,12.933386,-6.0469146
2233,-22.93198,6.504717
3307,9.443923,-6.432945
795,-31.664473,1.9704543
1838,-26.647825,6.94336
5704,11.813543,-12.017829
5013,-9.398498,14.528617
2752,-25.221308,5.214855
4558,16.732424,-6.588219
1721,-32.78248,8.3796425
3541,19.791262,-12.014494
4976,-2.4693415,-10.548298
5404,-3.2235594,5.9383
5911,11.255826,2.8773851
1913,10.210107,-0.47002292
1398,-22.060694,-4.0736413
9,6.4489,-7.964087
5167,27.115307,-5.1988053
2856,-27.049568,2.758053
4788,17.969416,-0.5549179
4162,31.048555,2.973991
627,4.4183435,13.511016
995,8.423847,-9.50377
4729,17.535213,9.983331
5725,-21.240717,-6.6931996
2917,-29.502686,9.452037
427,-13.694032,7.8738494
34,-1.8803586,-3.7525687
2634,14.018133,-0.054375637
45,-20.114765,-13.532742
2388,-16.173126,-8.318749
1316,-18.91675,3.7659473
5144,17.978815,-2.7859833
2860,20.057688,-5.826105
3793,-17.367096,-6.246761
4691,-19.450613,9.785971
3930,24.163528,-0.8876133
1358,-4.8063602,1.113141
5985,-5.901703,-4.372848
64,-5.7358055,-13.665785
3054,-9.172635,3.7333791
3872,34.352116,-7.679069
4776,29.918945,0.59941494
605,-6.9483957,-10.356252
4440,-5.8329005,-2.1596794
1486,1.9218973,2.1449883
4896,-7.3606777,8.18315
2441,30.87277,-5.3175855
4335,2.984631,-1.3286873
5491,-10.276633,14.483024
1562,-6.134203,2.3502438
3774,15.024866,4.095259
2926,-26.771524,12.874806
4211,-2.084617,9.148102
3544,18.702566,-6.279169
2227,21.406181,10.503933
4762,-0.23700629,-3.8145707
1222,-22.612427,15.123794
1346,-14.850673,-7.5876884
2087,9.435679,-13.832502
1563,-22.375826,-10.525668
2835,2.3881052,15.8012
4415,-2.5401306,-4.718574
5944,-31.794075,12.140127
748,11.55512,-7.177486
4044,29.828028,-2.389133
5694,20.841896,0.04425534
4445,-30.967722,13.01123
3335,7.931781,9.058394
474,7.826956,17.753286
1497,23.823225,5.8601274
1672,-19.630327,-1.6748788
298,1.0499389,12.906135
304,-8.093805,-15.678876
3177,16.00547,-4.1930547
2407,-0.07945013,6.767132
747,-1.2042227,0.83461034
5427,34.073097,-0.4427439
2674,15.992684,11.90695
1091,-28.816748,7.1637955
3746,16.181828,-6.525465
4454,-30.849613,14.270267
241,6.263805,11.187265
1832,6.860095,-2.4752195
1434,-31.239176,14.003263
2599,-4.789081,-1.9845185
3249,0.8065176,10.495055
3081,29.030523,-5.357358
5789,-14.856951,-3.9140496
5611,23.093546,-14.495306
4410,1.3507354,5.8033094
4682,0.24924421,-13.541623
2768,3.6871936,6.669635
3985,-7.0316153,13.34907
4491,33.312084,-2.4940019
5747,-12.025223,-16.113777
1906,-2.704525,-0.76917964
4078,-16.96522,3.7532957
731,21.13175,-8.511703
334,2.2662277,-10.236507
3130,-7.671577,13.691473
5330,-31.364855,9.955695
1375,18.883585,-19.458256
5757,4.0977917,10.277478
3333,2.1126223,-10.182423
961,16.699518,1.8641715
1920,-7.55475,-14.088734
5953,3.3099782,-6.365477
5387,-4.5177383,5.30406
1303,-18.139069,-9.334758
248,-0.19736956,7.132515
1685,-15.942519,6.1420345
3122,-33.55436,13.415501
3656,-31.889677,7.9244914
1727,31.12373,0.93360007
4710,-3.6834867,-5.6816063
5742,-0.10227383,-3.406397
4072,-17.03375,-4.5624223
706,-26.007557,5.754947
1254,26.659931,-6.4331775
4506,16.417284,3.745558
3706,19.56821,-2.8380482
4693,-0.7907283,7.9307036
4983,-0.76655793,8.590582
2313,34.97552,-9.531735
4594,-0.9227773,-2.9958496
599,-0.5402428,3.7304575
4291,8.939592,9.203479
316,2.0584197,2.2006817
4651,-11.791651,6.9272637
5598,27.235523,5.4018745
150,2.8322618,15.516879
2928,11.210025,-2.0144665
1380,8.205336,-20.40708
291,-1.2008547,-4.4747214
454,2.8988,1.905042
4102,-26.003769,-7.804709
2478,-23.106339,12.514665
1974,6.163871,4.7821918
2351,-14.849298,-10.824776
1171,29.00614,-3.25903
5754,-22.893078,18.808397
2610,-25.001652,14.941878
1323,-8.187115,5.300388
2772,16.396204,5.279977
4641,-5.7885375,-19.273785
3698,-30.022997,9.19584
2276,24.35171,3.0714397
5723,-7.957132,19.875998
4406,25.389885,-5.4080906
4770,-6.2989316,5.9939866
3756,30.406435,-5.570442
1028,-12.179708,-7.6808414
3979,31.442862,-9.316281
1845,-19.408724,15.267889
6014,8.75516,-3.001166
2759,-7.6478095,15.043195
4319,12.27742,-8.624503
5112,-25.077509,13.222776
2245,-10.326407,-4.8977494
5918,13.269483,-6.1286235
1612,-10.395786,3.3644001
350,5.0444436,-0.281177
4447,-25.20849,9.884922
3291,15.131135,15.093612
3716,21.932995,3.8094685
382,-13.661097,-16.434637
4813,28.454416,-1.9678882
1863,28.157572,-6.955371
4448,36.036625,-6.835137
423,0.7236336,13.769303
2699,19.239452,1.8727058
1412,-19.3621,10.496312
3228,13.039935,10.772875
5872,-4.188037,-0.47382042
2023,22.50098,-7.716465
125,-7.832682,-5.6619177
103,0.027632417,1.2970495
1329,-3.5224817,-7.9276524
3410,-20.44868,5.22299
1452,23.101702,-5.2759686
5218,34.327553,-3.4595847
487,-9.09697,8.108291
3413,-4.112052,-4.2356806
2277,-20.35612,8.787819
1966,26.97506,-6.0704703
136,10.538097,0.8985084
5319,22.923073,-10.564662
3584,-14.977436,2.9291995
5023,-19.463938,18.11693
1860,-28.449154,11.075585
2956,-12.641747,-4.636729
4420,1.6578827,-6.5833054
4520,13.63914,2.478019
4002,-0.6866462,16.037672
1129,25.843052,-1.1051245
3519,-13.72847,1.8117304
2346,5.9412127,-2.282736
1963,31.804026,-6.361583
2035,-4.303898,-3.1801932
4003,-19.34921,6.9284244
970,-17.223148,1.3889415
2068,13.251271,5.0639234
4533,-0.58332896,-16.971748
4075,-9.956583,-4.7294245
4096,-13.442444,12.443504
145,3.4293597,-14.545273
381,3.6139543,-17.734428
1469,-1.990191,-13.357529
5556,-16.15974,11.285279
5181,25.361462,-1.1286374
122,-3.9094665,-15.867882
3969,-13.095094,-9.1255045
612,-0.45088425,9.754143
2642,22.573372,-0.11809868
3214,26.403193,-12.251586
419,8.335801,8.2036915
4867,23.047497,6.0735755
3652,-4.241722,-8.73217
2400,-19.257336,3.1869407
2576,-1.161041,-16.320934
1296,-1.7990092,11.360115
1050,-23.838608,8.001074
3160,5.7576466,3.0725067
4787,-31.178383,5.9601903
1198,4.5948067,-12.98109
249,12.113879,-0.48825732
1213,11.729286,-8.797198
4081,2.6297607,-1.7132316
5515,-7.3261952,-1.5189517
448,-8.443424,1.8534664
3605,16.16368,-15.793146
4715,26.450146,-0.0228547
4569,14.573281,2.2310333
2133,13.919128,14.410622
1748,-6.9224305,-0.16028075
2288,-20.476921,13.019714
3594,-19.2267,-2.587463
3429,-22.2508,5.1288896
2603,2.0273666,6.8291597
1324,-17.306293,-9.857867
4554,-4.568892,10.284651
3404,24.794615,0.011910985
2345,-18.636318,8.788689
5915,9.317227,0.179619
415,-11.357964,-12.989238
753,24.136091,-11.391027
3785,-29.51578,5.739409
3044,16.02931,9.443293
655,-29.87219,15.318852
2472,-13.301101,8.737378
3329,-24.310078,7.9592137
3444,-22.246353,15.247939
4119,4.0980287,16.836277
2178,33.522686,-8.077437
5864,15.241819,7.440775
3162,-29.062613,13.441979
3286,25.66544,-3.9403675
590,-7.650128,-2.18671
3817,-12.208501,-1.6503168
1176,23.708874,-10.212712
3358,9.172164,-6.7443085
5410,-11.132778,4.765282
5073,31.701231,-3.284999
1551,12.27122,10.799384
5660,7.439927,-11.626247
3870,9.723345,-17.18797
702,-14.969403,9.83837
2226,-3.8920753,1.6939898
2274,3.4282367,-17.883713
3201,33.448593,-11.471234
2643,-19.281885,2.1594088
5091,-2.2850487,20.869888
209,-10.934143,-2.611913
2458,-5.337692,-13.55216
3839,-10.197696,-6.792289
426,-11.33688,-12.838712
4380,13.838679,14.332244
1439,-12.983071,-11.021105
5684,-3.2554579,1.8756671
5968,18.609045,-4.514748
5305,4.806782,-3.8920941
111,8.119308,17.733288
3114,-19.649872,-3.1401277
1033,2.3210151,0.37869847
2293,19.570337,-7.8178506
2487,-15.879122,15.746522
1045,2.814814,15.665689
2706,5.782336,-5.8229837
3816,17.657396,-8.5321
3722,14.597787,8.988959
4450,-33.454533,12.909056
1633,-27.42146,11.310217
4908,26.798399,-15.031502
4039,3.425474,-2.9263952
6036,-4.132446,15.878892
1034,-4.6057687,-0.467072
4355,-3.0200317,-2.756381
5894,28.401558,2.1326392
4295,-26.416716,8.616921
438,-0.5852961,2.1986306
1746,36.46464,-8.135519
5399,26.027618,-13.658087
3923,14.980423,4.1637025
108,5.732006,-6.124097
4980,-2.0399697,3.8906918
30,1.0958625,5.4912767
4099,-5.6461024,4.836538
2952,9.7291,9.391991
2410,-24.659214,3.3585165
3911,-10.908879,-10.302736
5202,-23.462734,12.896077
752,-29.148945,12.146234
1363,31.603033,-10.84133
585,-9.428728,15.595514
1979,-21.695843,11.235559
1420,-8.799225,-3.2766933
2104,-14.092775,0.73283815
1193,-29.762074,7.1609797
2214,22.430613,2.2691424
4726,7.778202,5.386601
1821,-0.7878018,-5.7983813
3945,-6.806508,12.92637
4473,-17.93152,5.243033
2583,33.627857,-10.137669
2489,-22.218729,-3.1460779
2188,-22.566126,11.843508
5910,1.4486586,-0.077171005
3521,6.7470717,12.1445
180,-4.389767,-6.4154234
2299,-26.947128,14.595375
1322,19.986176,-4.314143
2329,-31.668385,4.2821507
2165,36.483055,-4.404362
5685,-10.894969,4.8023977
3533,-23.37255,0.62648314
890,-5.210943,6.511366
3107,2.6721146,-6.7684617
3863,-0.7360463,-1.9591924
5640,-13.56043,5.1364536
91,7.8791156,-15.060831
4588,15.319516,-3.8944523
5412,11.884826,8.131215
3383,-4.9522204,7.6440077
2799,-7.2416215,-4.076595
1719,-25.806328,7.909987
625,-3.9345298,1.881701
70,-19.288603,0.95078135
3670,9.597692,-2.1948297
4950,-7.001732,13.899732
3537,-25.49209,16.599314
878,33.445923,-9.096606
3853,35.89788,-3.302948
2785,-23.032497,9.080198
765,-7.566419,-14.495242
294,7.7661467,-1.6351905
4296,11.41528,-1.6684386
3414,33.6875,-5.022881
446,-0.023855576,1.0509815
469,6.002756,-7.497532
4467,-30.293692,11.697698
1145,-21.32204,10.728197
433,11.275701,3.8780777
908,-23.800327,5.6950936
3321,-0.30954555,-0.43541962
3593,-24.897516,1.790849
3097,-13.223849,-1.0595907
578,-15.969151,-3.4448984
5746,-26.139515,9.6242075
246,-20.189608,-5.2197146
4217,22.251547,-9.916925
368,-2.8047836,7.612774
4036,3.5349622,-5.48416
2026,-16.400879,1.6367221
2686,-27.612394,6.2361436
2882,-11.157615,19.456076
2619,14.952152,-12.176221
1043,-1.0033417,-20.675714
5783,29.192762,-0.46980095
3169,19.613482,-4.233427
5542,27.914986,-9.244417
4261,-11.7658,-0.009219888
4499,10.04278,-3.816207
2689,30.131208,-4.024828
556,-2.2601695,3.3205314
3009,15.891332,-12.389173
978,11.799005,-11.412016
2272,9.411364,7.6384854
4699,6.645072,-1.5293858
2334,8.810979,-0.6002609
2005,-31.407532,4.861333
5124,-24.887878,12.04047
2032,14.768197,-8.046363
5435,17.85657,4.4702396
5935,-21.2047,0.21145481
152,10.269268,4.6459928
3902,37.532635,-8.741761
2535,13.021017,7.0630956
2100,16.15104,0.7472359
5774,-17.144535,-0.19190416
916,-6.994607,-1.3606097
4241,33.14223,-2.076718
5886,-18.546331,14.18068
3423,19.821806,-1.4353855
5253,-8.526503,-13.869436
1331,9.982624,12.853102
4731,-7.028773,-4.791685
3382,-11.37149,6.279725
3347,35.322712,-3.909614
5448,-19.348198,0.97868663
1320,7.583329,-6.6960163
749,-8.651884,0.81738925
4073,-20.032608,14.5182905
1269,27.311087,-3.8799212
1355,21.040112,-8.983104
4340,4.439565,10.511751
3236,-31.21127,9.086233
5826,-7.814902,-8.135497
1130,4.5704727,14.11852
4853,3.7642148,-7.765814
5690,20.94015,5.4179034
4686,22.887754,3.8324976
492,6.260749,2.1886747
1771,22.010149,-16.511974
5275,22.218582,-8.545666
5156,29.48832,-15.804022
1109,-20.245691,-2.5054135
472,14.966809,-3.5560412
3003,17.352644,-8.3256855
4104,-11.90306,8.593543
3772,29.161995,-0.39914083
808,-10.878858,8.237434
5706,7.0724893,-7.267021
5104,13.061803,-3.3592834
1085,-7.6013775,-3.7950068
897,-15.973461,1.7978206
4591,-8.749042,0.31837398
