userId,pca_1,pca_2
163,-1.9158095,-2.2707398
164,-0.57733536,0.46796536
165,-0.13057107,0.53437287
166,-1.3274629,-3.9794867
167,0.08641884,-0.61204857
168,-0.110681504,-0.73591256
169,-1.6210462,-1.4449661
170,-1.6251187,-1.1766783
171,-1.9515039,-1.0878042
172,-0.46153343,-0.049745914
173,0.7806312,-0.61155295
174,0.046201766,-0.11158918
175,-0.7398842,0.21464877
176,0.38347596,0.023881417
177,-0.5977509,-0.7045276
178,-1.8969791,0.7845693
179,0.7262813,-0.4768435
180,-0.09969649,-3.3383772
181,0.33304805,-0.15085728
182,-0.053403348,0.0416943
183,-0.21892491,0.6337855
184,-1.4932984,-0.2477212
185,0.47410935,0.57802534
186,-2.435775,0.020051032
187,-0.12709996,-2.5180094
188,0.8555651,1.0258518
189,0.9262097,-0.2590404
190,-1.5203279,0.4184891
191,-1.0435903,0.06704441
192,-0.96044093,1.0720419
193,-0.10630992,-1.1087798
194,-0.4471252,0.7039543
195,-0.45070478,-0.98311406
196,0.069937944,0.4071338
197,-0.4191344,-0.20192929
198,-1.8311834,-0.66672987
199,-0.27354702,0.33167005
200,0.011532009,0.44043016
201,-1.4131662,-0.18677206
202,1.965992,-0.45601344
203,-0.51543534,0.25129983
204,-0.56299436,1.3077209
205,-0.5229642,-0.13697249
206,-0.68440205,-0.5855059
207,-1.2909214,-1.7712619
208,0.5110954,-0.901524
209,-1.37447,0.09814572
210,-0.46759826,-1.198819
211,-1.6128149,-0.06956665
212,0.016760528,-0.21829341
213,-1.7733225,-0.6164315
214,1.7710891,0.0754298
215,-0.35328084,-2.755156
216,0.49108005,-1.4042956
217,0.40635484,0.8047392
218,-0.24256983,0.047979835
219,-0.30927444,0.12429887
220,-1.7147596,-0.91922253
221,-0.1385212,-0.912239
222,-2.8797727,-1.3852936
223,1.1364236,1.7185428
224,0.8246441,-1.1575592
225,-1.2792473,-0.11778842
226,-3.3660347,0.41802967
227,0.7931421,-0.6230835
228,-0.22912994,-0.84242976
229,0.8341484,-0.82804394
230,-0.0018518567,0.7910699
231,-2.483094,0.197984
232,-0.89105916,0.010315767
233,-0.76817286,-0.57931995
234,-1.522478,0.85335153
235,0.15009552,-1.255137
236,-0.23297659,-0.5318462
237,0.109971225,-0.18387367
238,-2.2507923,-1.1818789
239,-0.7803638,-0.33594316
240,-1.080256,-1.2062292
241,0.84864044,1.2783989
242,0.33899415,1.9497982
243,-0.83962476,0.5448396
244,-0.24835101,0.25629112
245,0.51500905,-1.0510064
246,-1.6844199,0.43109837
247,-0.7011692,0.13355578
248,0.24323171,0.6467556
249,1.1123811,-0.509408
250,0.3220867,0.6214709
251,0.46373153,0.09172335
252,-0.01171577,2.3107567
253,0.59518194,1.4934675
254,-0.98980427,-0.27953506
255,-0.31607592,0.46725243
256,0.58961296,0.10262458
257,0.9358226,1.7474692
258,-0.416121,1.0004586
259,-0.965161,0.89273417
260,-1.0526843,-0.11354828
261,0.7864921,-0.43799892
262,0.5308359,-0.70759326
263,-0.38095748,0.4259466
264,-0.14398316,-0.32899654
265,0.1615507,-0.92604077
266,-0.09198809,0.6764088
267,-1.1095139,0.022576962
268,-0.47654092,-0.47008565
269,-0.98440844,1.5836325
270,-0.47185293,1.1261725
271,-0.97153604,-0.92376083
272,0.28992188,-0.5124445
273,0.3214531,0.5588209
274,-0.6777953,-0.6719768
275,-1.0988212,-0.16212264
276,-1.9904448,1.0339502
277,-1.6903371,0.35016415
278,-0.91937095,0.79143584
279,-0.03355807,0.80415964
280,-0.61081696,0.80748725
281,0.8503306,-2.797263
282,-0.5449634,-0.12444045
283,-1.4711201,-0.004052818
284,-1.1220465,-1.0649103
285,-1.883431,0.38245007
286,1.237685,-0.44026044
287,-0.08253881,0.27606988
288,-0.4932851,1.2556778
289,0.10683614,0.74312127
290,-1.1191828,0.37710664
291,0.7213185,-0.07755913
292,-0.1263166,-1.0960062
293,1.3359863,0.7662312
294,0.2148599,-0.7154611
295,-0.6539578,1.7551349
296,1.337896,0.39128676
297,-0.583544,1.0408063
298,-0.440653,1.3208889
299,0.051578254,-1.2590278
300,0.7089734,-0.35618636
301,-0.68347156,-1.0341852
302,0.8504658,0.9212866
303,-1.8156536,0.30503854
304,-1.163775,0.4868261
305,1.7198315,0.07182558
306,0.6638831,0.06929155
307,-0.55460054,0.2692443
308,-0.5057231,-1.5819942
309,-1.4948086,-3.5173094
310,-0.071124464,-0.2195047
311,0.6716944,1.4920998
312,0.5203063,-0.4997152
313,1.6318231,0.9937859
314,0.72790813,1.018107
315,-0.64259136,-0.60541826
316,-0.08985251,-0.18275358
317,-1.2775458,-0.9253791
318,-3.1425126,-0.10825753
319,-0.9363414,-0.8861314
320,-0.6450444,2.0193172
321,-0.393253,1.1099977
322,0.9795865,0.0056256354
323,-0.006806612,-0.82290727
324,0.11542529,-0.39464414
325,0.9914211,-0.4696263
326,2.1400445,-0.13547151
327,-0.002519548,-0.56209826
328,-1.9453537,-0.7052043
329,0.5412016,0.7478702
330,0.8451334,0.19708638
331,0.43014425,1.1019335
332,-1.8547711,-0.7896227
333,-0.67235696,-0.93486077
334,0.6783533,0.5034798
335,0.91066015,0.89129764
336,-0.7119019,2.8014085
337,-0.765746,0.6945414
338,0.2713384,-0.7747886
339,-1.940395,-1.5183634
340,0.4940042,0.713073
341,0.98345375,0.12598814
342,-0.3263328,-0.06984484
343,-0.045021594,-0.48856422
344,-1.0764984,-0.8930247
345,-0.66733515,0.8523201
346,-0.81256646,0.6187494
347,0.06829858,-0.58759713
348,0.80736697,0.11542237
349,-0.9825059,1.4998162
350,0.541997,-2.4413812
351,-2.3158867,-0.6011409
352,0.2028377,1.3985782
353,-0.03423682,1.5775858
354,-0.2598997,1.0580875
355,0.38646716,-0.931544
356,-0.7070297,-2.2158816
357,0.45983064,-1.8818694
358,-1.0781975,-0.3099987
359,0.6489049,2.8591273
360,-2.9476938,0.4150739
361,-0.6310646,-2.0528834
362,-1.717958,1.2864954
363,-1.6186457,0.72057945
364,0.62138546,-0.23005733
365,0.7207233,-1.3861079
366,1.9855278,-0.77121884
367,-1.6120459,0.7156819
368,-1.2882442,2.6242998
369,-2.4099493,0.18274204
370,-1.4649278,1.4158553
371,0.49254042,1.7722715
372,-1.2480485,0.31362623
373,0.20155066,-0.41806048
374,-0.03128594,-1.7619647
375,-1.6233953,0.84912395
376,-0.35433447,-1.6185946
377,-0.80085063,-0.09309833
378,1.5807545,0.3246932
379,-0.37130535,-0.39272097
380,-1.0797341,0.78571427
381,-0.67295843,-0.5788992
382,-2.085133,-1.4485861
383,0.25998676,0.8274905
384,-1.5801758,-1.0387212
385,-0.47837988,1.2377411
386,-0.6592031,-0.575076
387,0.1267013,1.2047238
388,0.61842287,-0.46518233
389,-2.0267754,-1.4715706
390,-0.05090338,0.38211408
391,1.0016423,1.6454445
392,1.072457,0.6095716
393,-0.05722621,-1.4513643
394,-1.3174975,-1.2315382
395,-0.6828114,-2.3089128
396,0.57071054,0.41828898
397,-1.1331501,1.010189
398,-0.9169247,-0.59111214
399,-0.7288371,-1.2800862
400,-0.9537058,-1.0896354
401,-0.23711747,-0.6895123
402,0.06679648,-0.7411464
403,0.59554744,0.7104956
404,-0.15577474,0.31376946
405,-0.61472344,-1.8241632
406,-0.38732758,1.5424545
407,-1.9731327,-2.3210914
408,0.0890463,-0.31902975
409,-1.3604972,1.5008116
410,-0.1433391,0.6384636
411,-2.7738264,0.10547577
412,-2.5441253,-0.23603642
413,-0.9990477,0.13907428
414,-0.07885048,-0.046465173
415,-0.940328,-1.5099059
416,-1.722772,-0.38503757
417,-3.0775642,0.5697871
418,-0.25528467,-0.54544705
419,0.86313844,0.18544681
420,1.1131481,-0.22678985
421,0.4783526,-1.3640078
422,-0.927282,0.4740468
423,-0.71696746,3.4038892
424,-0.4739489,0.78308386
425,0.8520011,-0.22881843
426,-0.2908813,-0.72760755
427,-2.6212146,-0.61950684
428,-0.27178812,0.7366591
429,-1.3297791,-2.9221163
430,-0.34894222,-0.36922625
431,-0.9514503,0.4241814
432,0.30972207,0.6848537
433,0.94511056,-0.073513925
434,-1.0518216,0.19731362
435,0.57460046,-0.9873098
436,-0.5742172,0.728863
437,0.79229665,0.6981139
438,-0.2906069,-0.498572
439,1.0134628,-0.14318159
440,0.433214,0.5458202
441,-1.2761906,0.094017625
442,-2.4182734,-1.0970918
443,-0.7153069,1.9472239
444,0.14991856,-0.52214247
445,-1.40172,0.236409
446,0.09795922,-1.0921701
447,0.007433623,-1.5188175
448,-1.6773953,-1.1903145
449,0.06346771,-1.1820507
450,-0.6689655,0.017196458
451,1.9178426,-1.1476511
452,-0.9465959,0.2450764
453,-1.4650056,1.6227618
454,0.47424096,-1.3583959
455,1.6902423,0.90288436
456,-1.7306861,-0.38234714
457,-0.65458155,1.8512408
458,0.16609114,0.20564419
459,-0.62708914,0.007485442
460,-1.6305894,0.118076295
461,-1.29024,-0.3025701
462,-0.8078935,1.4475149
463,-0.017122656,-0.9480794
464,0.8779849,-0.5412121
465,-1.158182,0.5599937
466,-0.7794159,0.28151003
467,-0.13072875,-0.5643399
468,0.10079372,-1.5672361
469,-0.17814483,-0.9536098
470,0.15530807,0.3078769
471,0.23230988,0.5135275
472,0.03733474,1.0101129
473,0.19972706,1.2555709
474,-0.35652167,1.4483597
475,0.08694601,0.32131687
476,-0.16263682,-0.05771695
477,-1.2247353,-0.813249
478,-1.4783044,-1.5092472
479,-0.11292097,0.48465416
480,0.12555033,-1.3483822
481,0.3067947,1.30659
482,-1.927183,0.3689769
483,1.0129641,0.00023942254
484,0.9835644,-0.1269995
485,-0.94913054,0.76658237
486,-0.543808,-0.008403228
487,-2.1413732,1.104666
488,-1.0634964,0.6362463
489,-0.7284796,-0.12020494
490,-1.3622715,0.3623679
491,0.83538985,-1.1509769
492,0.8205607,0.77672005
493,-1.7160325,-2.2890604
494,1.1064448,-2.9569385
495,0.44072086,-0.6267798
496,1.2105738,0.7787896
497,0.20234883,0.9823904
498,-1.0701818,-0.016626185
499,-0.9289455,0.36525506
500,-1.7432392,-0.52527857
501,0.26641488,0.7605496
502,-1.6576122,1.22767
503,1.2992702,1.3680079
504,-2.34659,0.71984315
505,-1.0065086,-0.8161355
506,2.7711558,2.1366436
507,-1.1449144,-0.30197054
508,0.3088227,-0.5656711
509,-0.32162428,-1.0688858
510,-0.18463798,0.3986693
511,-1.662453,0.15753967
512,0.9543654,-0.19552492
513,-1.230732,-1.3978939
514,-0.9978223,-1.0573958
515,-0.39074805,-0.55569386
516,-0.45232627,0.08368957
517,-0.6639507,2.6052635
518,-1.6136737,0.5844519
519,0.102714,-0.74018824
520,-0.33799008,0.5681886
521,0.9191747,-0.075090624
522,1.3064543,-0.053927477
523,-1.4607695,-0.42465153
524,0.7577952,-1.7443753
525,-0.8050529,0.5933927
526,-0.5232549,1.4868145
527,0.04846406,0.1383535
528,-1.579465,-0.43695632
529,-0.37230477,-0.49089774
530,-0.7751074,-1.1827102
531,-1.1211658,-1.262265
532,-0.6503123,0.82804865
533,-1.0794215,0.86083156
534,0.6149725,0.48027578
535,-0.96796644,-0.21488197
536,-0.010073513,0.15315951
537,-0.7419431,1.1438508
538,0.36794972,-0.4678529
539,-0.9386037,0.47435457
540,-0.94328713,0.28111482
541,0.2913577,0.2500164
542,1.3396984,-0.701187
543,-0.105406255,0.58591497
544,-0.19189315,-1.9879544
545,-2.739146,0.3707228
546,-1.4925753,-0.17472269
547,-1.9590926,1.3375138
548,-0.018431842,-1.0335851
549,-1.3035319,-0.71876675
550,-1.8729864,-2.0084872
551,-0.9077467,1.9311844
552,-0.66183907,-0.13596301
553,0.5829841,0.95882815
554,0.12772292,1.5443422
555,-0.63281953,0.4380265
556,-0.80586934,0.7145856
557,1.489091,-0.82371145
558,-2.229398,-1.4085643
559,0.069478154,1.7071704
560,-0.41697705,-0.55378044
561,-0.18672146,-0.561364
562,0.14213943,-1.1827197
563,0.22637933,1.5983864
564,-0.5894179,1.3962549
565,-0.49998775,-1.2984071
566,0.043911695,-0.5493819
567,-1.2706991,2.7875178
568,0.11091173,-2.486608
569,0.9411019,0.002326738
570,-1.4708103,-0.7517259
571,0.20486093,0.68771046
572,1.0247347,-0.028984498
573,-1.7309887,-0.49879307
574,-0.91811633,-0.64509016
575,0.086616516,-0.09429902
576,0.10274023,-0.48541674
577,1.730212,0.059369836
578,-0.9830297,-1.3536001
579,-1.8264534,0.14699073
580,-1.2779732,-0.1479934
581,-0.34084976,-0.5402115
582,2.1542356,-1.8504221
583,-1.3962123,2.7107763
584,0.058658987,-0.6828517
585,-0.56598234,2.1853194
586,-0.12973478,1.904537
587,-0.09831938,-0.037581805
588,0.20178461,0.13566235
589,0.7441571,0.25367123
590,-0.23198262,-1.907926
591,0.49573213,0.3447356
592,-2.0040417,-1.8661059
593,-0.32915667,1.1054621
594,-2.0465496,0.9677968
595,-0.37784117,-0.16264819
596,1.1811569,-0.6874272
597,0.8079505,0.29772317
598,-0.9774151,-1.4015659
599,-0.51496446,-0.80777234
600,-0.08698332,0.947539
601,0.36383075,0.1755088
602,-0.8306717,1.0248321
603,0.4198854,1.2622808
604,0.29040134,0.77297294
605,-0.39138022,-1.6976272
606,0.25112432,-0.5345841
607,0.9102274,1.6744777
608,-2.2830133,-0.71916866
609,-1.3869007,-0.601633
610,-0.6995971,-0.14441545
611,-0.5723903,-0.72353864
612,-0.9791759,0.5228901
613,-0.37021908,0.33416337
614,-0.4253958,-0.9729549
615,0.2335437,0.23490529
616,0.44946617,-0.527256
617,-0.091923416,-1.040693
618,-0.0010573864,-0.34787166
619,0.00012689829,0.028586343
620,0.27449936,1.7227083
621,1.2663473,0.33318987
622,-0.20016424,-0.56734914
623,-0.21878655,0.05246247
624,0.38055712,-0.21531913
625,-0.67586297,-0.5902098
626,-1.1140592,-0.3792528
627,-0.5026817,0.85014606
628,-0.64913845,-0.09582791
629,0.3577088,-0.88427216
630,0.21148378,1.564568
631,1.5358574,-0.18835716
632,1.2076412,0.76674986
633,-1.7694908,0.60073113
634,-0.9293488,-1.0137062
635,3.6311448,0.14482108
636,6.412368,0.3881072
637,1.7016742,-0.07283285
638,6.195754,2.5703151
639,0.15195227,-1.694389
640,3.0506227,-0.3722599
641,-1.4150709,-1.6895229
642,3.1395552,-1.2856576
643,-7.4723425,1.3933165
644,-6.9448624,1.3829483
645,3.8923934,-0.0828954
646,1.0653116,0.9898041
647,0.74354815,-0.41039407
648,0.39678413,2.014389
649,2.1150465,-0.15973356
650,0.91612124,0.019488394
651,1.4636104,-0.19108032
652,-4.161319,0.08211845
653,4.668042,0.3345627
654,-2.8006492,0.017885473
655,-7.4816217,-0.28597575
656,-2.2906914,-0.019108327
657,3.3795955,0.75145984
658,-5.1112776,-1.064961
659,0.32652897,0.013813153
660,-3.5053189,-1.7769816
661,6.2710238,1.6667485
662,-1.5701014,-1.3075463
663,1.6886389,-2.1690178
664,0.22977895,-0.5149749
665,-1.176744,-0.66253483
666,-1.0629989,-0.31959
667,0.0032945275,-2.3556287
668,-1.5191765,0.10317525
669,3.0569577,1.2314214
670,-5.2743692,0.761349
671,2.8335178,1.1697458
672,-1.7362447,-1.3385594
673,-2.3217134,-1.1471629
674,4.29321,0.33536372
675,-2.5656774,-0.13590431
676,-2.3598719,-0.7119708
677,0.2337662,-0.62467533
678,4.7904415,-2.1465054
679,-0.9095571,-0.85630107
680,-1.6926153,1.144141
681,5.468231,2.1435125
682,7.4599333,-0.8443349
683,-2.204477,-0.065387346
684,4.164213,0.23346138
685,-5.7529087,0.1674291
686,-1.9388517,0.21270934
687,-1.0174458,1.1098495
688,-5.4056845,2.078271
689,-0.40523905,0.07717465
690,6.182743,-0.0960937
691,3.7358272,-1.0454763
692,8.47053,2.393746
693,3.1454842,-0.22322309
694,1.073833,1.2043078
695,0.9838643,-0.10934858
696,-0.68761575,1.4729567
697,-1.4138569,-0.08829968
698,1.1554953,0.5413672
699,-0.32764888,-0.48040968
700,-0.72038704,-0.90876245
701,-0.3361144,0.53183955
702,-3.1081975,2.0012066
703,2.1380162,1.0753684
704,-2.245184,-0.63087523
705,0.007640213,-0.27416706
706,-3.4887807,1.700302
707,-0.7828201,-0.49750397
708,-0.02854228,0.07012235
709,-1.224401,-1.1418759
710,1.7629559,1.0022788
711,-0.46981966,0.39855817
712,-0.8695575,0.27634794
713,-3.4638038,0.13752425
714,10.239432,-0.14375767
715,-0.32767302,-1.3056033
716,8.159926,0.014676841
717,-5.341239,-0.08689137
718,1.1504189,0.22564007
719,-4.071054,1.8366555
720,-5.7589207,1.3880264
721,2.8963065,-0.6341813
722,-0.41528717,-2.0762248
723,0.4130668,2.4671037
724,-0.31392768,-2.2320485
725,0.37227052,0.65795326
726,2.3959079,1.9336038
727,-2.2339654,0.63625354
728,-2.5677698,-0.41468266
729,-1.370013,-1.3037583
730,-0.108650714,1.0746262
731,3.277075,-1.8370134
732,-0.9194767,-1.814196
733,2.6333745,-1.4731072
734,2.7938747,-2.4533715
735,0.29677564,0.63097525
736,3.3115866,0.2311324
737,2.4594212,1.2324148
738,-1.647164,-1.1605376
739,7.4747086,-0.24111621
740,4.957321,-0.3849646
741,-0.4715681,0.007359637
742,3.2277312,-0.54706424
743,-4.384365,-0.6002601
744,0.08576986,-1.1719452
745,-7.0909452,-1.9788696
746,-7.4835024,-0.87533075
747,-0.4881103,-1.2934344
748,1.4477732,-0.56102127
749,-1.0760729,-0.6706525
750,-0.8825027,-0.72279036
751,0.85207665,-0.007104368
752,-6.306698,0.52519536
753,4.0140543,-2.478611
754,2.5242891,-1.0675642
755,2.9204466,-0.5281925
756,-0.94229805,-0.98359364
757,-0.90376294,-1.7857143
758,-0.30309469,0.36705524
759,-0.31173542,-0.815441
760,5.149046,-1.4216783
761,7.7057867,-0.7766408
762,-0.39546472,-1.9566004
763,-3.0904276,0.114035055
764,10.570907,2.6636794
765,-0.26900375,-0.30237222
766,0.91568017,-1.8410544
767,5.133754,-0.07456897
768,8.815753,1.5180492
769,-3.9964912,0.87792933
770,-3.5142949,1.087868
771,-2.0536332,0.9867763
772,0.57442343,0.5236797
773,-1.1299736,-0.038104206
774,-7.0955486,-0.6324829
775,4.516325,-0.33201614
776,0.33637244,-0.69034714
777,-8.12108,-1.8383622
778,1.1879832,-0.6574866
779,-2.7417483,-1.2265613
780,1.3153795,-1.1957829
781,0.67118347,-0.2790397
782,-3.279256,0.7798858
783,-0.081914544,-2.5803308
784,1.7349436,0.346987
785,0.06476614,-1.5218416
786,5.3839293,1.5549603
787,0.6560999,0.41148132
788,0.3881365,-3.00833
789,-5.135809,0.12135476
790,6.600334,0.23311853
791,-0.60098314,0.47884426
792,-3.4926522,-1.1365328
793,-3.9941084,-2.2765398
794,0.9234381,0.28764406
795,-2.584934,-0.3788605
796,-4.7050447,0.20015234
797,3.4673724,0.0024768338
798,-0.60639894,-1.6156588
799,0.5589546,0.4786659
800,1.6280179,-0.44263193
801,-0.98630536,-1.862352
802,4.416483,0.22786559
803,-0.77552474,-0.57481796
804,-5.7872496,1.05879
805,4.248067,-2.1561346
806,0.5144694,-0.23087227
807,5.005825,-0.30386028
808,-2.2448685,-0.45909315
809,6.2626324,-0.49848163
810,-0.16474168,1.5907705
811,-1.5854828,0.6266643
812,3.1727767,-0.86534894
813,-3.234722,1.44497
814,2.383527,-0.9560199
815,2.2427607,1.4727232
816,-1.832975,-0.98613715
817,7.257633,1.0199542
818,0.58782125,1.3630571
819,-5.230335,0.9075494
820,0.97874105,-0.5130269
821,-4.5058155,1.9080678
822,2.5488775,-1.3052462
823,-0.47715887,-0.0483228
824,-2.7751822,2.3505125
825,-6.138278,-1.067697
826,-4.4086676,2.573737
827,0.3139199,0.30342984
828,-0.2655729,1.2394693
829,2.1827,0.89252114
830,-0.7593194,0.29283315
831,3.4985883,-1.034601
832,-0.88839316,0.40596297
833,1.9675093,-2.647234
834,2.640289,-1.0244637
835,-6.092972,-0.3695556
836,-9.928653,1.4331862
837,-9.382909,0.71774125
838,5.0655565,-0.14422378
839,7.0931253,2.2555072
840,5.631056,1.3037107
841,-1.1374276,0.9110162
842,-1.2427231,-0.112632304
843,1.2651874,-1.8418506
844,-4.991372,0.9353879
845,-0.4224228,0.989351
846,3.6408832,0.26717457
847,-3.3824315,-0.75844556
848,1.3864734,2.4059968
849,-3.5144434,-1.166567
850,0.8483107,-1.6205196
851,1.9138215,-2.1637893
852,2.315709,-0.2394322
853,3.60901,-1.1759704
854,-3.892713,-0.46357214
855,1.3525143,-0.14111385
856,-1.6619959,-1.8734019
857,0.044747412,-0.8854396
858,6.559555,-1.0065429
859,0.68293405,0.17250028
860,-1.7290576,-0.541786
861,1.7892897,1.4494482
862,-2.4073186,-0.638299
863,2.475362,0.74526054
864,1.5361943,-0.34275737
865,-1.869364,-0.25287881
866,-0.05144748,-1.3727181
867,-1.327424,-1.1452881
868,3.143689,-2.4407656
869,3.3107486,0.44331422
870,-1.9148453,-1.7932205
871,5.240903,0.7810837
872,-2.6319804,-1.3233992
873,-1.0528903,0.3071289
874,-2.0807848,-1.1926612
875,6.1258163,-1.0808562
876,-0.96075886,-0.024523027
877,-0.55753523,0.42700654
878,7.4217796,0.26937187
879,0.13108206,1.1277918
880,0.7330476,0.04957593
881,-3.0854182,0.6093476
882,5.6208315,0.19222192
883,-3.6858435,0.026243623
884,2.2128437,-0.12613142
885,5.748271,-1.1872855
886,-0.5215288,-1.1307951
887,-4.204438,0.9417191
888,1.8525255,-0.384519
889,-7.6044846,-0.40184778
890,-0.6511197,-1.0164964
891,-0.12472549,3.596886
892,-1.2330468,-1.0648142
893,-4.343587,-1.8372542
894,7.8563366,2.7328627
895,3.2993271,0.8616987
896,5.6024714,-0.9810964
897,-2.4573758,-0.96461684
898,0.094239295,0.43003365
899,-2.186487,1.9987832
900,-2.7623801,0.72421014
901,-1.3844601,0.80647147
902,6.240491,-0.8313351
903,-2.7632332,-1.3445853
904,-0.2288465,-1.2964569
905,0.42085117,1.6095092
906,0.59772265,-0.2412714
907,-3.0515094,0.92199457
908,-4.5722218,0.15273023
909,-0.36667106,-0.08487089
910,-0.8272003,0.41808116
911,3.5026987,1.4596975
912,-2.487803,0.4578638
913,-2.166334,-0.19877173
914,4.084317,-1.093829
915,-5.860792,-0.81651187
916,-1.4905531,-1.0489942
917,1.2360327,0.86362284
918,-3.3026216,2.0955188
919,3.2796366,0.27785736
920,-1.1449463,0.5114784
921,-2.6982532,1.0319381
922,-0.62957686,-0.47710773
923,-1.8180109,1.7695299
924,1.7937226,-0.16862066
925,-7.994667,0.62858784
926,6.916027,0.031005837
927,-1.6328496,-1.2906022
928,5.0845222,-0.88952523
929,0.9280205,0.41727436
930,-5.1065435,-0.15818304
931,1.0572207,-0.6224066
932,2.5228865,-0.83639646
933,-1.3829668,-1.0388997
934,-2.5032637,-0.4672237
